0,-1.55967513022244,-1.53372925462403,-3.83350862003778
0.05,-1.51425361594667,-1.55432563365766,-3.71123186551819
0.1,-1.47430271677673,-1.56677840004913,-3.59527365915277
0.15,-1.43857014571042,-1.57283394405216,-3.48441782616147
0.2,-1.4060582638077,-1.57390279508341,-3.37764029055692
0.25,-1.37596504331872,-1.57112442888216,-3.27405922470398
0.3,-1.34763840487985,-1.56542130426783,-3.17289700226585
0.35,-1.32054049953708,-1.5575436292362,-3.07345016254541
0.4,-1.29421944152254,-1.54810633639408,-2.9750647138339
0.45,-1.26828663551532,-1.53761965725383,-2.87711479819528
0.5,-1.24239828800162,-1.52651455719148,-2.77898315346404
0.55,-1.21624000915856,-1.51516415607301,-2.68004202008502
0.6,-1.1895136381447,-1.50390213384789,-2.57963318999108
0.65,-1.16192558527057,-1.49303901953994,-2.47704579096824
0.7,-1.13317609486598,-1.48287719613157,-2.37149012396561
0.75,-1.10294890246561,-1.47372543232226,-2.26206537072762
0.8,-1.07090079453885,-1.46591378718561,-2.14771816602804
0.85,-1.03665058000274,-1.45980984423049,-2.02718770792003
0.9,-0.999766947976228,-1.45583744896937,-1.89893095523505
0.95,-0.959754608783226,-1.45449950354061,-1.76101799209627
1,-0.916037981596469,-1.45640700972393,-1.61098183788818
