0,1,1,1
0.05,0.974697856713765,1.02036035791449,0.962227455983746
0.1,0.95409749481277,1.03564786642582,0.931404375202247
0.15,0.937341414864724,1.04710054789111,0.906688138809428
0.2,0.923771919122449,1.05573101996175,0.887436516830667
0.25,0.912885068632949,1.06236562338809,0.873167454835876
0.3,0.904296386727655,1.06767898250203,0.863530750327261
0.35,0.897715148115653,1.07222373190369,0.858288445902276
0.4,0.892925044981836,1.07645565127124,0.857301887175947
0.45,0.889769662299201,1.08075470557674,0.860524158309961
0.5,0.888141637234944,1.08544258942085,0.867997163668195
0.55,0.887974691230583,1.09079738924947,0.879853066117076
0.6,0.889237951690406,1.09706594988341,0.896320189948194
0.65,0.891932151716673,1.10447448999009,0.917733908372904
0.7,0.896087430414214,1.11323797269517,0.944553524103132
0.75,0.901762567000103,1.12356871489446,0.977386795803142
0.8,0.90904558036856,1.13568472271939,1.01702467870369
0.85,0.918055721740429,1.14981828359315,1.06449021788381
0.9,0.928946991797374,1.16622544595481,1.12110766503848
0.95,0.941913437624281,1.18519720690452,1.18860132016659
1,0.957196645812272,1.20707355998993,1.26923929861803
