0,-1.55965759440625,-1.53364049321652,-3.83347406972289
0.05,-1.5142054574549,-1.55431416069175,-3.71120121894286
0.1,-1.47424018866254,-1.56682210622147,-3.59524769363348
0.15,-1.43850490675702,-1.57291701143223,-3.48439700480514
0.2,-1.4059985520426,-1.57401412122485,-3.37762485930451
0.25,-1.37591656588297,-1.57125644881118,-3.27404927394638
0.3,-1.34760500997526,-1.56556911713605,-3.1728925048526
0.35,-1.32052468022579,-1.55770435885737,-3.07345099539132
0.4,-1.29422270945768,-1.54827867211599,-2.97507066744572
0.45,-1.26830979375548,-1.53780353514137,-2.87712557655083
0.5,-1.2424416250834,-1.52671095226672,-2.77899836534399
0.55,-1.21630343106003,-1.51537496508903,-2.68006116191274
0.6,-1.18959675030939,-1.50413013536915,-2.57965561928868
0.65,-1.16202773319815,-1.49328790452843,-2.47707068853141
0.7,-1.13329636867642,-1.48315166837359,-2.37151644163487
0.75,-1.10308610809077,-1.47403138454711,-2.26209175998483
0.8,-1.07105339157047,-1.46625856650513,-2.14774288027617
0.85,-1.03681658347856,-1.46020263085868,-2.02720846773486
0.9,-0.999943788196209,-1.45628978713386,-1.89894476030847
0.95,-0.959938939152214,-1.4550260466107,-1.76102085461609
1,-0.916225418754264,-1.45702657922678,-1.61096839715638
